,0
2998,0
2999,5
3000,7
3001,1
3002,8
3003,9
3004,7
3005,9
3006,4
3007,0
3008,8
3009,7
3010,2
3011,3
3012,5
3013,7
3014,6
3015,7
3016,9
3017,4
3018,7
3019,4
3020,7
3021,0
3022,8
3023,7
3024,3
3025,2
3026,3
3027,8
3028,8
3029,1
3030,1
3031,0
3032,2
3033,5
3034,3
3035,0
3036,8
3037,7
3038,3
3039,4
3040,5
3041,6
3042,3
3043,2
3044,9
3045,8
3046,2
3047,0
3048,4
3049,4
3050,7
3051,7
3052,9
3053,2
3054,2
3055,7
3056,4
3057,8
3058,0
3059,4
3060,4
3061,1
3062,4
3063,0
3064,4
3065,7
3066,5
3067,1
3068,3
3069,4
3070,2
3071,8
3072,7
3073,0
3074,9
3075,1
3076,8
3077,4
3078,6
3079,4
3080,0
3081,1
3082,7
3083,7
3084,9
3085,6
3086,8
3087,3
3088,3
3089,8
3090,8
3091,8
3092,0
3093,8
3094,0
3095,4
3096,0
3097,2
3098,8
3099,7
3100,5
3101,3
3102,9
3103,1
3104,8
3105,3
3106,2
3107,8
3108,8
3109,1
3110,5
3111,3
3112,8
3113,7
3114,7
3115,5
3116,5
3117,9
3118,8
3119,5
3120,3
3121,4
3122,3
3123,4
3124,7
3125,7
3126,8
3127,8
3128,7
3129,4
3130,8
3131,5
3132,0
3133,8
3134,8
3135,2
3136,3
3137,7
3138,2
3139,1
3140,3
3141,0
3142,5
3143,2
3144,0
3145,2
3146,8
3147,0
3148,2
3149,5
3150,4
3151,4
3152,3
3153,3
3154,7
3155,3
3156,8
3157,9
3158,7
3159,9
3160,7
3161,5
3162,9
3163,7
3164,1
3165,2
3166,0
3167,6
3168,8
3169,9
3170,9
3171,7
3172,2
3173,8
3174,4
3175,9
3176,2
3177,8
3178,4
3179,2
3180,8
3181,2
3182,6
3183,3
3184,5
3185,7
3186,0
3187,7
3188,8
3189,4
3190,0
3191,7
3192,4
3193,4
3194,8
3195,9
3196,0
3197,8
3198,8
3199,7
3200,0
3201,3
3202,3
3203,3
3204,4
3205,0
3206,2
3207,4
3208,4
3209,5
3210,1
3211,0
3212,0
3213,8
3214,9
3215,1
3216,2
3217,0
3218,2
3219,5
3220,3
3221,3
3222,3
3223,0
3224,8
3225,3
3226,5
3227,7
3228,3
3229,5
3230,4
3231,8
3232,4
3233,3
3234,8
3235,3
3236,3
3237,7
3238,7
3239,9
3240,9
3241,2
3242,8
3243,5
3244,6
3245,9
3246,8
3247,8
3248,5
3249,1
3250,1
3251,7
3252,7
3253,0
3254,4
3255,6
3256,1
3257,0
3258,8
3259,5
3260,5
3261,8
3262,8
3263,7
3264,6
3265,8
3266,9
3267,1
3268,0
3269,9
3270,4
3271,2
3272,4
3273,9
3274,8
3275,8
3276,0
3277,4
3278,7
3279,0
3280,0
3281,1
3282,7
3283,8
3284,8
3285,2
3286,4
3287,0
3288,6
3289,2
3290,8
3291,5
3292,9
3293,8
3294,5
3295,4
3296,7
3297,9
3298,8
3299,2
3300,4
3301,0
3302,9
3303,4
3304,3
3305,9
3306,5
3307,5
3308,5
3309,4
3310,7
3311,3
3312,9
3313,1
3314,9
3315,4
3316,8
3317,9
3318,4
3319,5
3320,2
3321,8
3322,7
3323,4
3324,5
3325,8
3326,7
3327,8
3328,7
3329,5
3330,7
3331,9
3332,8
3333,9
3334,5
3335,9
3336,3
3337,7
3338,1
3339,3
3340,9
3341,9
3342,9
3343,1
3344,7
3345,0
3346,8
3347,4
3348,8
3349,4
3350,5
3351,0
3352,2
3353,6
3354,3
3355,8
3356,0
3357,3
3358,8
3359,7
3360,4
3361,3
3362,5
3363,7
3364,2
3365,9
3366,8
3367,9
3368,8
3369,2
3370,4
3371,7
3372,0
3373,8
3374,9
3375,8
3376,2
3377,7
3378,8
3379,1
3380,5
3381,8
3382,5
3383,5
3384,3
3385,8
3386,2
3387,5
3388,7
3389,9
3390,0
3391,6
3392,2
3393,5
3394,8
3395,8
3396,5
3397,1
3398,1
3399,7
3400,8
3401,1
3402,4
3403,8
3404,5
3405,6
3406,3
3407,0
3408,5
3409,0
3410,0
3411,3
3412,7
3413,5
3414,3
3415,5
3416,4
3417,7
3418,9
3419,5
3420,4
3421,8
3422,3
3423,4
3424,7
3425,7
3426,7
3427,7
3428,3
3429,1
3430,5
3431,3
3432,2
3433,9
3434,8
3435,4
3436,6
3437,2
3438,8
3439,8
3440,3
3441,8
3442,9
3443,3
3444,8
3445,5
3446,5
3447,2
3448,7
3449,5
3450,0
3451,7
3452,9
3453,0
3454,4
3455,0
3456,2
3457,1
3458,2
3459,5
3460,8
3461,7
3462,9
3463,3
3464,7
3465,9
3466,4
3467,0
3468,5
3469,2
3470,4
3471,8
3472,6
3473,5
3474,5
3475,9
3476,9
3477,1
3478,1
3479,3
3480,5
3481,8
3482,6
3483,2
3484,9
3485,7
3486,2
3487,2
3488,8
3489,5
3490,8
3491,1
3492,9
3493,8
3494,0
3495,7
3496,0
3497,0
3498,5
3499,0
3500,9
3501,8
3502,8
3503,4
3504,4
3505,4
3506,0
3507,9
3508,8
3509,7
3510,3
3511,9
3512,9
3513,8
3514,4
3515,1
3516,1
3517,7
3518,5
3519,4
3520,2
3521,6
3522,2
3523,6
3524,7
3525,8
3526,4
3527,3
3528,2
3529,8
3530,8
3531,9
3532,2
3533,3
3534,2
3535,9
3536,8
3537,9
3538,1
3539,8
3540,3
3541,4
3542,8
3543,7
3544,8
3545,4
3546,8
3547,9
3548,9
3549,3
3550,5
3551,2
3552,8
3553,4
3554,2
3555,2
3556,9
3557,4
3558,1
3559,3
3560,9
3561,9
3562,7
3563,2
3564,7
3565,7
3566,3
3567,4
3568,5
3569,4
3570,8
3571,2
3572,2
3573,0
3574,4
3575,4
3576,5
3577,9
3578,6
3579,7
3580,9
3581,0
3582,4
3583,8
3584,5
3585,5
3586,0
3587,8
3588,4
3589,0
3590,5
3591,8
3592,1
3593,9
3594,7
3595,4
3596,3
3597,2
3598,4
3599,5
3600,7
3601,5
3602,7
3603,3
3604,2
3605,8
3606,7
3607,2
3608,4
3609,8
3610,3
3611,2
3612,9
3613,6
3614,4
3615,3
3616,8
3617,7
3618,3
3619,8
3620,3
3621,0
3622,8
3623,9
3624,7
3625,4
3626,6
3627,0
3628,2
3629,6
3630,3
3631,5
3632,8
3633,9
3634,7
3635,3
3636,8
3637,0
3638,9
3639,0
3640,5
3641,7
3642,7
3643,9
3644,6
3645,5
3646,7
3647,8
3648,5
3649,8
3650,4
3651,0
3652,3
3653,3
3654,3
3655,0
3656,6
3657,3
3658,9
3659,5
3660,0
3661,5
3662,8
3663,1
3664,8
3665,7
3666,7
3667,5
3668,4
3669,8
3670,1
3671,8
3672,3
3673,1
3674,9
3675,6
3676,3
3677,7
3678,9
3679,2
3680,4
3681,8
3682,0
3683,5
3684,3
3685,2
3686,3
3687,7
3688,3
3689,7
3690,5
3691,0
3692,4
3693,1
3694,2
3695,6
3696,2
3697,3
3698,0
3699,9
3700,3
3701,4
3702,1
3703,1
3704,1
3705,3
3706,0
3707,5
3708,0
3709,4
3710,6
3711,4
3712,0
3713,0
3714,2
3715,1
3716,9
3717,0
3718,4
3719,9
3720,4
3721,8
3722,2
3723,0
3724,2
3725,0
3726,5
3727,4
3728,5
3729,9
3730,2
3731,0
3732,3
3733,0
3734,5
3735,9
3736,4
3737,5
3738,4
3739,5
3740,5
3741,7
3742,4
3743,2
3744,2
3745,7
3746,8
3747,7
3748,5
3749,5
3750,2
3751,4
3752,3
3753,5
3754,0
3755,5
3756,7
3757,1
3758,1
3759,3
3760,1
3761,7
3762,8
3763,1
3764,2
3765,0
3766,1
3767,0
3768,1
3769,3
3770,5
3771,2
3772,5
3773,0
3774,7
3775,3
3776,5
3777,1
3778,9
3779,2
3780,3
3781,2
3782,1
3783,8
3784,7
3785,4
3786,8
3787,6
3788,1
3789,1
3790,3
3791,7
3792,1
3793,9
3794,4
3795,0
3796,8
3797,2
3798,6
3799,7
3800,7
3801,9
3802,2
3803,5
3804,1
3805,7
3806,5
3807,9
3808,0
3809,7
3810,2
3811,3
3812,4
3813,3
3814,3
3815,7
3816,9
3817,0
3818,0
3819,0
3820,9
3821,9
3822,8
3823,3
3824,4
3825,0
3826,7
3827,2
3828,0
3829,3
3830,9
3831,5
3832,7
3833,5
3834,4
3835,1
3836,7
3837,5
3838,7
3839,2
3840,4
3841,7
3842,7
3843,4
3844,0
3845,2
3846,1
3847,7
3848,3
3849,3
3850,7
3851,9
3852,0
3853,8
3854,9
3855,1
3856,7
3857,5
3858,2
3859,7
3860,9
3861,4
3862,2
3863,4
3864,6
3865,5
3866,6
3867,9
3868,1
3869,2
3870,2
3871,7
3872,7
3873,0
3874,9
3875,1
3876,4
3877,7
3878,7
3879,0
3880,2
3881,4
3882,1
3883,3
3884,7
3885,6
3886,7
3887,9
3888,2
3889,7
3890,8
3891,2
3892,7
3893,7
3894,0
3895,0
3896,8
3897,9
3898,1
3899,8
3900,8
3901,1
3902,3
3903,4
3904,8
3905,8
3906,7
3907,1
3908,3
3909,9
3910,5
3911,1
3912,2
3913,4
3914,3
3915,0
3916,7
3917,1
3918,7
3919,6
3920,1
3921,4
3922,7
3923,2
3924,2
3925,0
3926,8
3927,4
3928,2
3929,5
3930,5
3931,4
3932,2
3933,3
3934,5
3935,0
3936,1
3937,7
3938,4
3939,2
3940,2
3941,9
3942,1
3943,7
3944,7
3945,0
3946,7
3947,3
3948,6
3949,9
3950,9
3951,5
3952,1
3953,7
3954,1
3955,6
3956,0
3957,9
3958,2
3959,2
3960,4
3961,2
3962,2
3963,7
3964,0
3965,4
3966,4
3967,4
3968,8
3969,3
3970,1
3971,9
3972,6
3973,0
3974,5
3975,1
3976,9
3977,2
3978,9
3979,5
3980,3
3981,0
3982,9
3983,4
3984,5
3985,1
3986,5
3987,5
3988,2
3989,7
3990,9
3991,6
3992,0
3993,2
3994,7
3995,9
3996,6
3997,9
3998,4
3999,7
4000,9
4001,4
4002,5
4003,3
4004,9
4005,0
4006,6
4007,7
4008,0
4009,4
4010,4
4011,3
4012,1
4013,6
4014,7
4015,9
4016,1
4017,2
4018,1
4019,5
4020,1
4021,5
4022,5
4023,3
4024,5
4025,4
4026,1
4027,9
4028,0
4029,2
4030,9
4031,2
4032,0
4033,8
4034,4
4035,0
4036,7
4037,8
4038,7
4039,3
4040,2
4041,1
4042,3
4043,0
4044,3
4045,8
4046,8
4047,1
4048,0
4049,5
4050,5
4051,0
4052,8
4053,1
4054,9
4055,4
4056,2
4057,7
4058,9
4059,9
4060,4
4061,3
4062,9
4063,2
4064,8
4065,2
4066,9
4067,2
4068,7
4069,1
4070,0
4071,4
4072,4
4073,8
4074,5
4075,3
4076,9
4077,7
4078,6
4079,7
4080,2
4081,7
4082,8
4083,3
4084,0
4085,4
4086,3
4087,0
4088,2
4089,0
4090,4
4091,2
4092,4
4093,5
4094,3
4095,4
4096,7
4097,7
4098,2
4099,3
4100,7
4101,9
4102,3
4103,9
4104,0
4105,5
4106,9
4107,5
4108,5
4109,0
4110,2
4111,9
4112,8
4113,8
4114,3
4115,8
4116,9
4117,7
4118,8
4119,7
4120,2
4121,9
4122,9
4123,6
4124,5
4125,0
4126,5
4127,4
4128,4
4129,7
4130,0
4131,5
4132,8
4133,7
4134,0
4135,9
4136,0
4137,0
4138,5
4139,6
4140,9
4141,2
4142,3
4143,7
4144,4
4145,7
4146,0
4147,4
4148,7
4149,1
4150,4
4151,5
4152,5
4153,2
4154,0
4155,3
4156,6
4157,3
4158,5
4159,1
4160,0
4161,7
4162,1
4163,7
4164,5
4165,2
4166,3
4167,5
4168,3
4169,7
4170,8
4171,1
4172,9
4173,5
4174,5
4175,2
4176,2
4177,0
4178,4
4179,9
4180,4
4181,6
4182,2
4183,4
4184,0
4185,0
4186,1
4187,5
4188,1
4189,3
4190,5
4191,2
4192,0
4193,7
4194,1
4195,3
4196,5
4197,1
4198,2
4199,1
4200,1
4201,4
4202,8
4203,1
4204,7
4205,5
4206,2
4207,5
4208,9
4209,3
4210,3
4211,5
4212,8
4213,4
4214,1
4215,8
4216,9
4217,3
4218,1
4219,9
4220,9
4221,1
4222,4
4223,3
4224,5
4225,5
4226,4
4227,9
4228,4
4229,5
4230,9
4231,9
4232,2
4233,5
4234,1
4235,5
4236,1
4237,9
4238,7
4239,8
4240,5
4241,3
4242,9
4243,8
4244,5
4245,9
4246,3
4247,0
4248,2
4249,9
4250,8
4251,7
4252,5
4253,7
4254,4
4255,7
4256,1
4257,0
4258,7
4259,5
4260,4
4261,7
4262,9
4263,3
4264,2
4265,5
4266,5
4267,9
4268,4
4269,3
4270,5
4271,5
4272,8
4273,7
4274,9
4275,4
4276,3
4277,8
4278,4
4279,3
4280,1
4281,3
4282,7
4283,3
4284,6
4285,8
4286,3
4287,0
4288,9
4289,1
4290,0
4291,3
4292,9
4293,7
4294,8
4295,0
4296,2
4297,9
4298,1
4299,5
4300,7
4301,5
4302,4
4303,3
4304,5
4305,4
4306,6
4307,9
4308,3
4309,2
4310,3
4311,9
4312,9
4313,2
4314,0
4315,4
4316,2
4317,8
4318,1
4319,7
4320,8
4321,1
4322,3
4323,0
4324,7
4325,0
4326,7
4327,3
4328,8
4329,7
4330,7
4331,7
4332,1
4333,0
4334,3
4335,1
4336,9
4337,1
4338,7
4339,2
4340,2
4341,1
4342,7
4343,4
4344,9
4345,8
4346,8
4347,4
4348,4
4349,6
4350,2
4351,7
4352,5
4353,0
4354,3
4355,9
4356,4
4357,1
4358,9
4359,4
4360,7
4361,6
4362,4
4363,9
4364,1
4365,2
4366,7
4367,8
4368,8
4369,3
4370,4
4371,5
4372,0
4373,6
4374,6
4375,0
4376,7
4377,2
4378,5
4379,9
4380,2
4381,0
4382,3
4383,5
4384,1
4385,7
4386,1
4387,2
4388,3
4389,9
4390,7
4391,1
4392,2
4393,7
4394,2
4395,6
4396,7
4397,4
4398,7
4399,9
4400,5
4401,5
4402,3
4403,3
4404,1
4405,8
4406,5
4407,3
4408,1
4409,8
4410,6
4411,8
4412,0
4413,0
4414,3
4415,3
4416,1
4417,9
4418,4
4419,0
4420,3
4421,0
4422,4
4423,4
4424,2
4425,9
4426,8
4427,1
4428,0
4429,8
4430,9
4431,9
4432,5
4433,2
4434,3
4435,2
4436,8
4437,6
4438,5
4439,3
4440,9
4441,6
4442,9
4443,1
4444,4
4445,4
4446,4
4447,0
4448,5
4449,7
4450,5
4451,0
4452,0
4453,1
4454,9
4455,5
4456,5
4457,0
4458,6
4459,9
4460,3
4461,8
4462,2
4463,4
4464,3
4465,9
4466,4
4467,3
4468,5
4469,2
4470,5
4471,8
4472,9
4473,8
4474,3
4475,9
4476,5
4477,5
4478,2
4479,3
4480,2
4481,0
4482,4
4483,1
4484,6
4485,7
4486,2
4487,1
4488,8
4489,7
4490,4
4491,9
4492,2
4493,3
4494,7
4495,0
4496,2
4497,3
4498,1
4499,5
4500,2
4501,6
4502,4
4503,5
4504,7
4505,8
4506,8
4507,1
4508,3
4509,7
4510,0
4511,5
4512,6
4513,8
4514,4
4515,4
4516,3
4517,8
4518,9
4519,8
4520,2
4521,3
4522,9
4523,4
4524,1
4525,1
4526,4
4527,7
4528,9
4529,2
4530,4
4531,3
4532,5
4533,4
4534,4
4535,7
4536,7
4537,0
4538,4
4539,5
4540,6
4541,7
4542,1
4543,0
4544,4
4545,1
4546,7
4547,2
4548,1
4549,0
4550,7
4551,2
4552,3
4553,5
4554,0
4555,1
4556,0
4557,3
4558,6
4559,7
4560,5
4561,1
4562,8
4563,5
4564,1
4565,0
4566,0
4567,0
4568,4
4569,4
4570,8
4571,7
4572,7
4573,2
4574,7
4575,3
4576,9
4577,8
4578,8
4579,4
4580,5
4581,8
4582,6
4583,0
4584,0
4585,7
4586,7
4587,8
4588,8
4589,2
4590,3
4591,7
4592,1
4593,3
4594,5
4595,5
4596,7
4597,8
4598,7
4599,0
4600,5
4601,6
4602,2
4603,2
4604,6
4605,3
4606,1
4607,1
4608,2
4609,8
4610,0
4611,0
4612,7
4613,9
4614,3
4615,2
4616,3
4617,7
4618,7
4619,3
4620,4
4621,0
4622,3
4623,2
4624,3
4625,0
4626,9
4627,1
4628,0
4629,7
4630,5
4631,4
4632,2
4633,2
4634,5
4635,8
4636,3
4637,4
4638,4
4639,5
4640,9
4641,8
4642,4
4643,2
4644,4
4645,6
4646,4
4647,9
4648,7
4649,0
4650,0
4651,1
4652,4
4653,4
4654,3
4655,7
4656,5
4657,2
4658,8
4659,4
4660,8
4661,3
4662,2
4663,6
4664,7
4665,3
4666,9
4667,4
4668,4
4669,4
4670,7
4671,2
4672,2
4673,9
4674,0
4675,0
4676,7
4677,9
4678,8
4679,0
4680,4
4681,5
4682,6
4683,6
4684,8
4685,3
4686,8
4687,9
4688,2
4689,0
4690,9
4691,4
4692,1
4693,4
4694,0
4695,9
4696,6
4697,1
4698,3
4699,4
4700,9
4701,0
4702,7
4703,0
4704,1
4705,2
4706,5
4707,9
4708,3
4709,1
4710,3
4711,3
4712,9
4713,3
4714,4
4715,0
4716,9
4717,9
4718,4
4719,9
4720,0
4721,0
4722,1
4723,6
4724,5
4725,9
4726,8
4727,9
4728,6
4729,2
4730,3
4731,3
4732,9
4733,5
4734,5
4735,2
4736,9
4737,4
4738,8
4739,0
4740,0
4741,8
4742,7
4743,2
4744,4
4745,0
4746,0
4747,6
4748,5
4749,0
4750,8
4751,4
4752,0
4753,0
4754,3
4755,8
4756,5
4757,8
4758,5
4759,2
4760,2
4761,7
4762,8
4763,5
4764,3
4765,5
4766,9
4767,7
4768,6
4769,5
4770,3
4771,4
4772,7
4773,0
4774,2
4775,4
4776,5
4777,3
4778,3
4779,7
4780,4
4781,9
4782,3
4783,8
4784,5
4785,7
4786,9
4787,3
4788,0
4789,7
4790,3
4791,6
4792,3
4793,6
4794,7
4795,0
4796,2
4797,4
4798,5
4799,2
4800,6
4801,8
4802,3
4803,2
4804,3
4805,1
4806,8
4807,0
4808,3
4809,8
4810,9
4811,4
4812,2
4813,7
4814,3
4815,0
4816,8
4817,0
4818,9
4819,0
4820,3
4821,0
4822,9
4823,0
4824,7
4825,9
4826,4
4827,3
4828,5
4829,3
4830,2
4831,3
4832,3
4833,1
4834,5
4835,5
4836,9
4837,0
4838,9
4839,9
4840,5
4841,3
4842,9
4843,9
4844,3
4845,4
4846,2
4847,9
4848,5
4849,3
4850,8
4851,9
4852,5
4853,8
4854,0
4855,2
4856,2
4857,7
4858,8
4859,8
4860,7
4861,8
4862,5
4863,9
4864,6
4865,6
4866,4
4867,2
4868,2
4869,3
4870,4
4871,9
4872,5
4873,4
4874,1
4875,7
4876,6
4877,2
4878,4
4879,2
4880,0
4881,9
4882,4
4883,3
4884,7
4885,4
4886,3
4887,0
4888,4
4889,8
4890,8
4891,3
4892,0
4893,9
4894,3
4895,4
4896,4
4897,3
4898,9
4899,5
4900,3
4901,0
4902,2
4903,8
4904,7
4905,2
4906,3
4907,3
4908,7
4909,5
4910,2
4911,8
4912,7
4913,9
4914,3
4915,3
4916,7
4917,5
4918,5
4919,1
4920,5
4921,4
4922,8
4923,3
4924,0
4925,5
4926,2
4927,8
4928,9
4929,3
4930,9
4931,9
4932,5
4933,9
4934,3
4935,9
4936,5
4937,5
4938,4
4939,8
4940,2
4941,0
4942,2
4943,9
4944,5
4945,1
4946,0
4947,4
4948,8
4949,2
4950,2
4951,8
4952,3
4953,5
4954,7
4955,4
4956,9
4957,5
4958,3
4959,0
4960,0
4961,4
4962,5
4963,4
4964,3
4965,2
4966,3
4967,0
4968,3
4969,5
4970,3
4971,2
4972,9
4973,4
4974,7
4975,1
4976,8
4977,4
4978,9
4979,1
4980,5
4981,3
4982,8
4983,0
4984,4
4985,8
4986,3
4987,7
4988,7
4989,2
4990,7
4991,3
4992,1
4993,9
4994,4
4995,5
4996,8
4997,6
4998,2
4999,5
5000,8
5001,4
5002,0
5003,0
5004,5
5005,4
5006,5
5007,0
5008,8
5009,0
5010,4
5011,5
5012,0
5013,5
5014,0
5015,2
5016,5
5017,5
5018,4
5019,5
5020,2
5021,8
5022,5
5023,2
5024,2
5025,4
5026,5
5027,8
5028,3
5029,2
5030,8
5031,9
5032,0
5033,4
5034,0
5035,4
5036,9
5037,7
5038,9
5039,2
5040,4
5041,9
5042,3
5043,2
5044,5
5045,7
5046,9
5047,9
5048,5
5049,2
5050,5
5051,8
5052,0
5053,5
5054,7
5055,5
5056,6
5057,8
5058,5
5059,5
5060,1
5061,5
5062,4
5063,3
5064,2
5065,6
5066,6
5067,5
5068,0
5069,9
5070,7
5071,2
5072,8
5073,3
5074,2
5075,2
5076,4
5077,3
5078,0
5079,2
5080,4
5081,5
5082,0
5083,2
5084,9
5085,8
5086,4
5087,0
5088,8
5089,0
5090,5
5091,9
5092,4
5093,2
5094,6
5095,2
5096,9
5097,2
5098,1
5099,5
5100,0
5101,2
5102,8
5103,6
5104,0
5105,3
5106,2
5107,5
5108,3
5109,4
5110,2
5111,1
5112,4
5113,2
5114,7
5115,5
5116,0
5117,9
5118,9
5119,7
5120,4
5121,4
5122,7
5123,2
5124,2
5125,4
5126,3
5127,5
5128,0
5129,0
5130,0
5131,5
5132,1
5133,2
5134,3
5135,0
5136,5
5137,2
5138,2
5139,6
5140,7
5141,4
5142,7
5143,9
5144,8
5145,9
5146,0
5147,1
5148,8
5149,9
5150,8
5151,0
5152,9
5153,4
5154,5
5155,4
5156,0
5157,7
5158,9
5159,2
5160,9
5161,9
5162,2
5163,9
5164,6
5165,8
5166,3
5167,5
5168,9
5169,1
5170,3
5171,9
5172,2
5173,1
5174,3
5175,3
5176,9
5177,6
5178,6
5179,5
5180,0
5181,2
5182,4
5183,3
5184,6
5185,8
5186,3
5187,4
5188,3
5189,9
5190,7
5191,2
5192,0
5193,9
5194,2
5195,0
5196,5
5197,7
5198,2
5199,6
5200,9
5201,0
5202,9
5203,4
5204,9
5205,7
5206,3
5207,4
5208,4
5209,6
5210,3
5211,8
5212,8
5213,4
5214,2
5215,4
5216,9
5217,4
5218,0
5219,2
5220,3
5221,5
5222,5
5223,9
5224,2
5225,2
5226,0
5227,5
5228,5
5229,7
5230,0
5231,4
5232,4
5233,1
5234,2
5235,9
5236,3
5237,7
5238,7
5239,5
5240,4
5241,8
5242,7
5243,4
5244,0
5245,4
5246,2
5247,8
5248,5
5249,4
5250,6
5251,6
5252,4
5253,9
5254,0
5255,5
5256,6
5257,0
5258,0
5259,5
5260,6
5261,7
5262,5
5263,8
5264,4
5265,8
5266,1
5267,2
5268,2
5269,7
5270,4
5271,7
5272,0
5273,3
5274,8
5275,4
5276,4
5277,8
5278,8
5279,6
5280,0
5281,1
5282,5
5283,8
5284,7
5285,5
5286,0
5287,2
5288,5
5289,9
5290,9
5291,2
5292,9
5293,4
5294,3
5295,2
5296,5
5297,0
5298,9
5299,4
5300,3
5301,2
5302,9
5303,8
5304,0
5305,5
5306,0
5307,4
5308,7
5309,9
5310,5
5311,7
5312,9
5313,3
5314,2
5315,5
5316,6
5317,0
5318,7
5319,0
5320,6
5321,8
5322,0
5323,5
5324,8
5325,5
5326,9
5327,4
5328,4
5329,7
5330,3
5331,6
5332,2
5333,7
5334,4
5335,0
5336,6
5337,3
5338,3
5339,3
5340,6
5341,3
5342,8
5343,2
5344,0
5345,5
5346,7
5347,6
5348,2
5349,5
5350,8
5351,9
5352,5
5353,3
5354,4
5355,2
5356,5
5357,9
5358,6
5359,8
5360,2
5361,2
5362,9
5363,8
5364,4
5365,0
5366,5
5367,5
5368,5
5369,9
5370,7
5371,7
5372,6
5373,9
5374,2
5375,2
5376,2
5377,0
5378,4
5379,6
5380,5
5381,3
5382,7
5383,3
5384,9
5385,7
5386,8
5387,4
5388,5
5389,3
5390,1
5391,5
5392,3
5393,0
5394,8
5395,5
5396,0
5397,2
5398,6
5399,5
5400,3
5401,5
5402,9
5403,7
5404,3
5405,0
5406,0
5407,9
5408,3
5409,7
5410,2
5411,4
5412,5
5413,8
5414,1
5415,7
5416,2
5417,3
5418,5
5419,5
5420,3
5421,6
5422,6
5423,7
5424,0
5425,0
5426,6
5427,9
5428,9
5429,1
5430,4
5431,2
5432,4
5433,2
5434,9
5435,0
5436,2
5437,4
5438,5
5439,7
5440,0
5441,5
5442,7
5443,5
5444,2
5445,0
5446,2
5447,8
5448,3
5449,5
5450,2
5451,8
5452,5
5453,8
5454,0
5455,3
5456,0
5457,7
5458,3
5459,9
5460,7
5461,0
5462,9
5463,3
5464,2
5465,6
5466,5
5467,6
5468,0
5469,3
5470,4
5471,5
5472,3
5473,5
5474,7
5475,6
5476,9
5477,3
5478,3
5479,4
5480,7
5481,4
5482,9
5483,6
5484,4
5485,9
5486,0
5487,4
5488,6
5489,5
5490,8
5491,4
5492,5
5493,5
5494,9
5495,9
5496,6
5497,5
5498,0
5499,2
5500,8
5501,7
5502,4
5503,4
5504,3
5505,8
5506,0
5507,9
5508,7
5509,8
5510,9
5511,8
5512,9
5513,3
5514,6
5515,2
5516,1
5517,0
5518,7
5519,5
5520,4
5521,3
5522,6
5523,9
5524,2
5525,9
5526,1
5527,4
5528,5
5529,3
5530,5
5531,4
5532,5
5533,2
5534,4
5535,9
5536,5
5537,4
5538,0
5539,8
5540,9
5541,5
5542,9
5543,8
5544,7
5545,4
5546,2
5547,9
5548,6
5549,3
5550,9
5551,3
5552,0
5553,2
5554,3
5555,4
5556,9
5557,5
5558,9
5559,2
5560,9
5561,9
5562,3
5563,2
5564,7
5565,2
5566,4
5567,8
5568,0
5569,4
5570,2
5571,0
5572,3
5573,0
5574,4
5575,2
5576,0
5577,5
5578,9
5579,5
5580,8
5581,3
5582,4
5583,2
5584,1
5585,0
5586,9
5587,8
5588,4
5589,7
5590,9
5591,7
5592,3
5593,9
5594,2
5595,0
5596,2
5597,8
5598,1
5599,1
5600,3
5601,9
5602,9
5603,9
5604,2
5605,7
5606,0
5607,9
5608,6
5609,3
5610,2
5611,9
5612,5
5613,3
5614,9
5615,0
5616,0
5617,3
5618,8
5619,5
5620,0
5621,0
5622,4
5623,5
5624,5
5625,5
5626,4
5627,7
5628,8
5629,8
5630,2
5631,8
5632,6
5633,6
5634,4
5635,5
5636,9
5637,7
5638,5
5639,9
5640,5
5641,9
5642,2
5643,4
5644,0
5645,5
5646,4
5647,4
5648,5
5649,4
5650,0
5651,0
5652,0
5653,2
5654,7
5655,4
5656,5
5657,1
5658,9
5659,9
5660,7
5661,1
5662,5
5663,4
5664,4
5665,7
5666,5
5667,7
5668,8
5669,6
5670,8
5671,9
5672,8
5673,7
5674,5
5675,9
5676,0
5677,2
5678,3
5679,0
5680,8
5681,0
5682,8
5683,6
5684,3
5685,5
5686,4
5687,7
5688,5
5689,3
5690,2
5691,9
5692,1
5693,7
5694,7
5695,9
5696,3
5697,3
5698,4
5699,4
5700,1
5701,8
5702,8
5703,8
5704,9
5705,2
5706,6
5707,5
5708,5
5709,7
5710,9
5711,9
5712,7
5713,5
5714,4
5715,9
5716,1
5717,4
5718,0
5719,9
5720,2
5721,4
5722,0
5723,2
5724,7
5725,7
5726,0
5727,8
5728,0
5729,0
5730,9
5731,8
5732,8
5733,5
5734,0
5735,0
5736,7
5737,3
5738,0
5739,4
5740,4
5741,9
5742,7
5743,2
5744,2
5745,3
5746,0
5747,3
5748,5
5749,8
5750,5
5751,3
5752,2
5753,5
5754,9
5755,7
5756,5
5757,3
5758,9
5759,2
5760,1
5761,2
5762,5
5763,3
5764,3
5765,9
5766,8
5767,9
5768,6
5769,5
5770,5
5771,2
5772,3
5773,5
5774,4
5775,6
5776,2
5777,5
5778,4
5779,2
5780,1
5781,5
5782,2
5783,3
5784,9
5785,4
5786,5
5787,5
5788,0
5789,0
5790,2
5791,6
5792,0
5793,7
5794,3
5795,0
5796,4
